a,b,expr,sum
443,691,443+691,1134
769,181,769+181,950
237,638,237+638,875
975,963,975+963,1938
804,313,804+313,1117
114,38,114+38,152
250,381,250+381,631
285,796,285+796,1081
161,193,161+193,354
610,680,610+680,1290
287,68,287+68,355
144,989,144+989,1133
560,934,560+934,1494
364,535,364+535,899
570,242,570+242,812
455,945,455+945,1400
266,645,266+645,911
981,952,981+952,1933
29,168,29+168,197
578,568,578+568,1146
775,810,775+810,1585
33,389,33+389,422
406,105,406+105,511
100,234,100+234,334
387,875,387+875,1262
47,191,47+191,238
217,562,217+562,779
810,378,810+378,1188
184,581,184+581,765
674,762,674+762,1436
510,693,510+693,1203
57,373,57+373,430
5,511,5+511,516
491,288,491+288,779
402,474,402+474,876
27,922,27+922,949
802,477,802+477,1279
377,303,377+303,680
830,196,830+196,1026
315,903,315+903,1218
417,494,417+494,911
668,385,668+385,1053
714,827,714+827,1541
296,901,296+901,1197
494,987,494+987,1481
217,481,217+481,698
816,365,816+365,1181
875,851,875+851,1726
365,535,365+535,900
141,217,141+217,358
136,98,136+98,234
595,325,595+325,920
841,68,841+68,909
187,920,187+920,1107
543,784,543+784,1327
519,563,519+563,1082
402,817,402+817,1219
938,935,938+935,1873
400,178,400+178,578
105,90,105+90,195
671,543,671+543,1214
955,411,955+411,1366
671,633,671+633,1304
443,789,443+789,1232
382,613,382+613,995
837,508,837+508,1345
958,413,958+413,1371
592,79,592+79,671
204,57,204+57,261
836,62,836+62,898
358,388,358+388,746
690,994,690+994,1684
182,640,182+640,822
889,330,889+330,1219
934,353,934+353,1287
962,70,962+70,1032
445,115,445+115,560
846,949,846+949,1795
829,220,829+220,1049
676,212,676+212,888
835,458,835+458,1293
191,310,191+310,501
123,893,123+893,1016
267,240,267+240,507
207,235,207+235,442
595,158,595+158,753
404,907,404+907,1311
320,721,320+721,1041
177,266,177+266,443
694,278,694+278,972
471,319,471+319,790
162,602,162+602,764
69,800,69+800,869
836,573,836+573,1409
704,445,704+445,1149
943,81,943+81,1024
969,532,969+532,1501
454,601,454+601,1055
544,364,544+364,908
39,489,39+489,528
848,43,848+43,891
564,204,564+204,768
56,192,56+192,248
211,547,211+547,758
55,106,55+106,161
984,941,984+941,1925
162,413,162+413,575
491,687,491+687,1178
213,42,213+42,255
490,93,490+93,583
624,99,624+99,723
291,544,291+544,835
878,324,878+324,1202
57,981,57+981,1038
890,295,890+295,1185
906,389,906+389,1295
274,184,274+184,458
832,168,832+168,1000
285,86,285+86,371
306,595,306+595,901
114,52,114+52,166
586,88,586+88,674
794,635,794+635,1429
134,278,134+278,412
174,555,174+555,729
371,343,371+343,714
119,653,119+653,772
833,488,833+488,1321
447,932,447+932,1379
107,138,107+138,245
806,408,806+408,1214
741,941,741+941,1682
310,510,310+510,820
424,702,424+702,1126
675,998,675+998,1673
130,147,130+147,277
87,928,87+928,1015
994,684,994+684,1678
137,6,137+6,143
88,849,88+849,937
998,859,998+859,1857
236,971,236+971,1207
152,106,152+106,258
660,551,660+551,1211
173,85,173+85,258
836,153,836+153,989
916,577,916+577,1493
286,879,286+879,1165
601,931,601+931,1532
449,245,449+245,694
291,726,291+726,1017
940,356,940+356,1296
41,911,41+911,952
388,57,388+57,445
874,241,874+241,1115
150,113,150+113,263
637,147,637+147,784
49,853,49+853,902
268,450,268+450,718
654,511,654+511,1165
233,373,233+373,606
607,381,607+381,988
187,188,187+188,375
9,844,9+844,853
194,183,194+183,377
107,632,107+632,739
980,576,980+576,1556
432,781,432+781,1213
55,449,55+449,504
691,564,691+564,1255
755,514,755+514,1269
555,94,555+94,649
782,981,782+981,1763
317,103,317+103,420
25,353,25+353,378
430,682,430+682,1112
216,60,216+60,276
491,117,491+117,608
303,307,303+307,610
804,879,804+879,1683
634,264,634+264,898
962,723,962+723,1685
172,721,172+721,893
381,166,381+166,547
57,169,57+169,226
300,729,300+729,1029
704,440,704+440,1144
733,653,733+653,1386
496,800,496+800,1296
833,216,833+216,1049
617,165,617+165,782
797,731,797+731,1528
603,241,603+241,844
873,234,873+234,1107
658,717,658+717,1375
114,810,114+810,924
982,357,982+357,1339
593,98,593+98,691
36,569,36+569,605
36,215,36+215,251
258,991,258+991,1249
969,314,969+314,1283
905,331,905+331,1236
698,791,698+791,1489
62,857,62+857,919
466,3,466+3,469
106,896,106+896,1002
233,951,233+951,1184
913,345,913+345,1258
939,75,939+75,1014
497,937,497+937,1434
450,86,450+86,536
287,237,287+237,524
127,874,127+874,1001
77,444,77+444,521
358,226,358+226,584
891,803,891+803,1694
208,926,208+926,1134
354,836,354+836,1190
921,45,921+45,966
126,564,126+564,690
456,474,456+474,930
33,616,33+616,649
45,266,45+266,311
916,603,916+603,1519
945,119,945+119,1064
861,808,861+808,1669
152,314,152+314,466
664,269,664+269,933
347,441,347+441,788
31,62,31+62,93
34,958,34+958,992
272,971,272+971,1243
539,846,539+846,1385
533,568,533+568,1101
133,814,133+814,947
709,606,709+606,1315
820,986,820+986,1806
846,699,846+699,1545
565,567,565+567,1132
764,160,764+160,924
301,50,301+50,351
314,337,314+337,651
107,231,107+231,338
877,517,877+517,1394
17,263,17+263,280
532,163,532+163,695
225,623,225+623,848
214,762,214+762,976
120,945,120+945,1065
351,685,351+685,1036
479,474,479+474,953
484,675,484+675,1159
767,299,767+299,1066
986,853,986+853,1839
985,554,985+554,1539
923,967,923+967,1890
571,515,571+515,1086
12,432,12+432,444
401,974,401+974,1375
940,954,940+954,1894
30,880,30+880,910
90,591,90+591,681
612,906,612+906,1518
256,499,256+499,755
433,256,433+256,689
337,591,337+591,928
920,468,920+468,1388
241,760,241+760,1001
784,814,784+814,1598
438,584,438+584,1022
621,758,621+758,1379
923,755,923+755,1678
20,806,20+806,826
785,40,785+40,825
425,253,425+253,678
994,121,994+121,1115
198,613,198+613,811
696,713,696+713,1409
663,859,663+859,1522
597,873,597+873,1470
619,214,619+214,833
916,343,916+343,1259
6,317,6+317,323
983,989,983+989,1972
966,475,966+475,1441
328,78,328+78,406
653,148,653+148,801
710,164,710+164,874
603,120,603+120,723
693,51,693+51,744
216,683,216+683,899
224,441,224+441,665
913,852,913+852,1765
336,112,336+112,448
550,162,550+162,712
406,785,406+785,1191
993,298,993+298,1291
632,572,632+572,1204
524,54,524+54,578
411,542,411+542,953
275,359,275+359,634
299,178,299+178,477
742,358,742+358,1100
245,704,245+704,949
316,281,316+281,597
8,606,8+606,614
533,471,533+471,1004
362,57,362+57,419
891,704,891+704,1595
666,512,666+512,1178
527,319,527+319,846
653,325,653+325,978
40,939,40+939,979
863,875,863+875,1738
162,959,162+959,1121
107,910,107+910,1017
593,349,593+349,942
701,695,701+695,1396
738,557,738+557,1295
844,687,844+687,1531
409,147,409+147,556
510,804,510+804,1314
379,712,379+712,1091
566,452,566+452,1018
16,314,16+314,330
870,563,870+563,1433
808,103,808+103,911
856,895,856+895,1751
822,995,822+995,1817
317,268,317+268,585
465,352,465+352,817
598,639,598+639,1237
479,228,479+228,707
817,643,817+643,1460
281,369,281+369,650
570,55,570+55,625
115,10,115+10,125
504,454,504+454,958
829,182,829+182,1011
724,195,724+195,919
655,123,655+123,778
751,194,751+194,945
838,552,838+552,1390
666,187,666+187,853
540,574,540+574,1114
2,692,2+692,694
157,284,157+284,441
26,423,26+423,449
727,471,727+471,1198
294,904,294+904,1198
224,761,224+761,985
865,914,865+914,1779
229,172,229+172,401
111,510,111+510,621
32,154,32+154,186
535,807,535+807,1342
318,102,318+102,420
707,117,707+117,824
711,715,711+715,1426
784,724,784+724,1508
964,428,964+428,1392
686,544,686+544,1230
459,800,459+800,1259
142,698,142+698,840
696,370,696+370,1066
693,876,693+876,1569
589,561,589+561,1150
8,872,8+872,880
605,874,605+874,1479
842,945,842+945,1787
431,673,431+673,1104
480,737,480+737,1217
773,843,773+843,1616
686,468,686+468,1154
494,250,494+250,744
287,419,287+419,706
225,675,225+675,900
383,875,383+875,1258
906,312,906+312,1218
514,587,514+587,1101
446,78,446+78,524
395,297,395+297,692
811,538,811+538,1349
486,620,486+620,1106
388,183,388+183,571
690,233,690+233,923
112,749,112+749,861
341,675,341+675,1016
79,423,79+423,502
863,557,863+557,1420
134,606,134+606,740
564,474,564+474,1038
605,807,605+807,1412
176,196,176+196,372
496,653,496+653,1149
710,212,710+212,922
517,601,517+601,1118
837,573,837+573,1410
300,252,300+252,552
599,298,599+298,897
223,311,223+311,534
564,517,564+517,1081
383,107,383+107,490
970,921,970+921,1891
626,390,626+390,1016
729,133,729+133,862
335,174,335+174,509
632,655,632+655,1287
833,819,833+819,1652
350,61,350+61,411
946,605,946+605,1551
274,848,274+848,1122
214,404,214+404,618
643,104,643+104,747
822,948,822+948,1770
516,546,516+546,1062
611,991,611+991,1602
216,466,216+466,682
318,839,318+839,1157
724,769,724+769,1493
590,942,590+942,1532
626,483,626+483,1109
513,885,513+885,1398
595,790,595+790,1385
167,516,167+516,683
851,144,851+144,995
990,302,990+302,1292
402,156,402+156,558
724,850,724+850,1574
88,394,88+394,482
570,311,570+311,881
903,263,903+263,1166
603,86,603+86,689
51,470,51+470,521
771,71,771+71,842
129,773,129+773,902
375,739,375+739,1114
580,192,580+192,772
869,91,869+91,960
109,197,109+197,306
386,386,386+386,772
500,446,500+446,946
776,702,776+702,1478
823,54,823+54,877
431,435,431+435,866
780,872,780+872,1652
64,851,64+851,915
600,688,600+688,1288
150,887,150+887,1037
88,345,88+345,433
317,774,317+774,1091
566,522,566+522,1088
849,703,849+703,1552
892,457,892+457,1349
653,243,653+243,896
551,189,551+189,740
568,44,568+44,612
835,198,835+198,1033
721,848,721+848,1569
290,678,290+678,968
34,319,34+319,353
154,179,154+179,333
928,330,928+330,1258
407,705,407+705,1112
534,743,534+743,1277
216,154,216+154,370
906,802,906+802,1708
296,165,296+165,461
29,91,29+91,120
459,515,459+515,974
938,954,938+954,1892
11,546,11+546,557
939,295,939+295,1234
322,269,322+269,591
469,776,469+776,1245
502,398,502+398,900
754,863,754+863,1617
665,35,665+35,700
114,717,114+717,831
388,850,388+850,1238
471,341,471+341,812
44,13,44+13,57
499,326,499+326,825
162,346,162+346,508
449,863,449+863,1312
116,842,116+842,958
583,97,583+97,680
952,270,952+270,1222
598,672,598+672,1270
979,174,979+174,1153
505,372,505+372,877
920,324,920+324,1244
969,17,969+17,986
772,445,772+445,1217
570,189,570+189,759
428,839,428+839,1267
298,123,298+123,421
665,552,665+552,1217
344,638,344+638,982
405,725,405+725,1130
294,316,294+316,610
585,359,585+359,944
107,801,107+801,908
592,993,592+993,1585
919,853,919+853,1772
119,357,119+357,476
250,51,250+51,301
813,713,813+713,1526
984,442,984+442,1426
470,835,470+835,1305
865,436,865+436,1301
840,190,840+190,1030
810,245,810+245,1055
788,575,788+575,1363
295,532,295+532,827
169,339,169+339,508
417,973,417+973,1390
83,790,83+790,873
524,117,524+117,641
115,46,115+46,161
569,68,569+68,637
547,886,547+886,1433
35,563,35+563,598
586,973,586+973,1559
589,359,589+359,948
284,193,284+193,477
803,695,803+695,1498
50,664,50+664,714
437,400,437+400,837
100,802,100+802,902
181,219,181+219,400
434,317,434+317,751
397,612,397+612,1009
371,613,371+613,984
223,220,223+220,443
38,830,38+830,868
176,358,176+358,534
975,772,975+772,1747
804,467,804+467,1271
174,295,174+295,469
141,183,141+183,324
52,126,52+126,178
146,998,146+998,1144
123,646,123+646,769
804,730,804+730,1534
62,1,62+1,63
646,276,646+276,922
706,474,706+474,1180
209,802,209+802,1011
67,676,67+676,743
390,207,390+207,597
348,235,348+235,583
242,892,242+892,1134
352,149,352+149,501
366,569,366+569,935
891,144,891+144,1035
833,176,833+176,1009
450,929,450+929,1379
421,199,421+199,620
495,17,495+17,512
187,630,187+630,817
746,596,746+596,1342
476,149,476+149,625
499,408,499+408,907
886,65,886+65,951
139,924,139+924,1063
716,92,716+92,808
23,849,23+849,872
94,716,94+716,810
509,688,509+688,1197
342,227,342+227,569
431,329,431+329,760
625,995,625+995,1620
942,872,942+872,1814
318,214,318+214,532
437,997,437+997,1434
226,402,226+402,628
19,130,19+130,149
62,194,62+194,256
734,95,734+95,829
851,816,851+816,1667
40,407,40+407,447
745,233,745+233,978
884,521,884+521,1405
793,165,793+165,958
147,208,147+208,355
261,681,261+681,942
956,849,956+849,1805
287,821,287+821,1108
741,317,741+317,1058
736,254,736+254,990
696,823,696+823,1519
256,498,256+498,754
553,936,553+936,1489
586,466,586+466,1052
331,1,331+1,332
719,129,719+129,848
304,750,304+750,1054
579,483,579+483,1062
25,15,25+15,40
260,83,260+83,343
616,117,616+117,733
471,971,471+971,1442
2,514,2+514,516
66,569,66+569,635
15,39,15+39,54
276,208,276+208,484
654,158,654+158,812
269,520,269+520,789
386,860,386+860,1246
616,821,616+821,1437
517,830,517+830,1347
569,328,569+328,897
455,353,455+353,808
964,162,964+162,1126
625,518,625+518,1143
798,487,798+487,1285
275,988,275+988,1263
606,41,606+41,647
437,304,437+304,741
542,840,542+840,1382
724,357,724+357,1081
786,244,786+244,1030
332,461,332+461,793
981,405,981+405,1386
44,756,44+756,800
654,852,654+852,1506
5,709,5+709,714
149,765,149+765,914
789,575,789+575,1364
905,8,905+8,913
538,795,538+795,1333
8,429,8+429,437
460,978,460+978,1438
860,688,860+688,1548
927,683,927+683,1610
636,633,636+633,1269
531,960,531+960,1491
940,83,940+83,1023
715,641,715+641,1356
199,605,199+605,804
607,825,607+825,1432
546,175,546+175,721
461,828,461+828,1289
75,121,75+121,196
646,287,646+287,933
428,716,428+716,1144
590,638,590+638,1228
743,868,743+868,1611
597,554,597+554,1151
395,195,395+195,590
766,868,766+868,1634
144,48,144+48,192
279,27,279+27,306
843,938,843+938,1781
989,253,989+253,1242
105,187,105+187,292
536,499,536+499,1035
693,820,693+820,1513
242,670,242+670,912
718,978,718+978,1696
15,512,15+512,527
824,811,824+811,1635
153,514,153+514,667
313,100,313+100,413
779,785,779+785,1564
891,323,891+323,1214
755,26,755+26,781
309,944,309+944,1253
597,379,597+379,976
673,349,673+349,1022
838,704,838+704,1542
932,41,932+41,973
339,826,339+826,1165
982,927,982+927,1909
326,904,326+904,1230
179,47,179+47,226
724,783,724+783,1507
508,985,508+985,1493
900,863,900+863,1763
567,974,567+974,1541
238,796,238+796,1034
428,520,428+520,948
32,788,32+788,820
473,231,473+231,704
47,394,47+394,441
287,758,287+758,1045
240,359,240+359,599
628,191,628+191,819
16,697,16+697,713
293,270,293+270,563
127,454,127+454,581
909,190,909+190,1099
575,729,575+729,1304
491,920,491+920,1411
512,216,512+216,728
224,301,224+301,525
490,807,490+807,1297
488,442,488+442,930
42,785,42+785,827
391,583,391+583,974
258,481,258+481,739
387,670,387+670,1057
3,347,3+347,350
956,159,956+159,1115
878,219,878+219,1097
838,432,838+432,1270
67,92,67+92,159
300,266,300+266,566
485,356,485+356,841
735,516,735+516,1251
811,172,811+172,983
431,423,431+423,854
468,115,468+115,583
789,203,789+203,992
946,229,946+229,1175
109,195,109+195,304
820,460,820+460,1280
259,137,259+137,396
733,506,733+506,1239
26,926,26+926,952
530,124,530+124,654
155,203,155+203,358
103,753,103+753,856
220,1,220+1,221
577,224,577+224,801
827,605,827+605,1432
428,382,428+382,810
716,354,716+354,1070
335,123,335+123,458
898,893,898+893,1791
30,482,30+482,512
137,841,137+841,978
81,505,81+505,586
209,998,209+998,1207
755,370,755+370,1125
179,931,179+931,1110
433,370,433+370,803
447,899,447+899,1346
583,562,583+562,1145
512,137,512+137,649
194,194,194+194,388
78,346,78+346,424
263,308,263+308,571
728,948,728+948,1676
490,480,490+480,970
726,787,726+787,1513
690,303,690+303,993
867,931,867+931,1798
577,60,577+60,637
746,40,746+40,786
236,369,236+369,605
642,481,642+481,1123
877,457,877+457,1334
872,601,872+601,1473
682,227,682+227,909
605,791,605+791,1396
224,480,224+480,704
118,236,118+236,354
947,995,947+995,1942
907,747,907+747,1654
379,407,379+407,786
144,807,144+807,951
587,70,587+70,657
726,586,726+586,1312
97,263,97+263,360
76,741,76+741,817
201,727,201+727,928
144,848,144+848,992
495,338,495+338,833
742,372,742+372,1114
280,6,280+6,286
856,707,856+707,1563
64,964,64+964,1028
154,107,154+107,261
210,477,210+477,687
890,913,890+913,1803
915,248,915+248,1163
684,5,684+5,689
158,844,158+844,1002
6,557,6+557,563
147,841,147+841,988
801,789,801+789,1590
842,506,842+506,1348
334,676,334+676,1010
309,519,309+519,828
815,375,815+375,1190
610,440,610+440,1050
820,680,820+680,1500
936,248,936+248,1184
493,130,493+130,623
415,972,415+972,1387
687,639,687+639,1326
286,125,286+125,411
407,562,407+562,969
478,358,478+358,836
331,817,331+817,1148
493,828,493+828,1321
631,937,631+937,1568
13,659,13+659,672
8,157,8+157,165
63,651,63+651,714
574,462,574+462,1036
736,979,736+979,1715
724,943,724+943,1667
57,644,57+644,701
741,88,741+88,829
